# t_s,id,pitch_rad,yaw_rad,pitch_rate_rad_s,yaw_rate_rad_s
4.929029,1,-0.365118,0.007966,0.043504,-0.073111
4.939555,1,-0.363131,0.008380,0.002022,-0.014417
4.950080,1,-0.360735,0.008177,-0.009451,0.021377
4.960606,1,-0.359782,0.008083,-0.019664,0.000097
4.971132,1,-0.359179,0.007839,-0.006609,0.022738
4.981658,1,-0.358835,0.007480,0.012529,0.042427
4.992184,1,-0.359417,0.007123,0.019814,0.019768
5.002709,1,-0.360582,0.006968,0.022721,0.020292
5.013236,1,-0.360549,0.006522,0.010356,0.037357
5.023765,1,-0.359964,0.006273,-0.005309,0.017397
5.034292,1,-0.359749,0.006028,-0.006826,0.024614
5.044819,1,-0.359896,0.005904,0.003238,0.003789
5.055344,1,-0.359790,0.005808,0.005862,0.009909
5.065869,1,-0.359961,0.005869,-0.002596,-0.018059
5.076395,1,-0.360464,0.006103,-0.010007,-0.019637
5.086922,1,-0.360715,0.006270,-0.007406,-0.015388
5.097449,1,-0.360392,0.006401,-0.003755,-0.008743
5.107978,1,-0.360004,0.006467,0.001050,-0.007416
5.118509,1,-0.360034,0.006603,-0.002620,-0.012731
5.129036,1,-0.360202,0.006683,-0.003400,-0.005261
5.139564,1,-0.360314,0.006739,0.001092,-0.004742
5.150090,1,-0.360249,0.006755,0.002934,-0.000217
5.160617,1,-0.360162,0.006758,0.002410,0.000585
5.171143,1,-0.360063,0.006735,0.002147,0.003519
5.181669,1,-0.360047,0.006709,0.000570,0.005126
5.192197,1,-0.360121,0.006590,0.002148,0.011518
5.202723,1,-0.359858,0.006457,0.007702,0.012567
5.213249,1,-0.359603,0.006264,0.007722,0.024302
5.223774,1,-0.359229,0.005855,0.016749,0.047211
5.234305,1,-0.358735,0.005137,0.028980,0.081846
5.244832,1,-0.358001,0.003990,0.045434,0.121532
5.255358,1,-0.356903,0.002503,0.057352,0.148428
5.265883,1,-0.355377,0.000804,0.063418,0.163603
5.276411,1,-0.352491,-0.001924,0.064439,0.167592
5.286948,1,-0.350546,-0.003618,0.054106,0.151357
5.297476,1,-0.349002,-0.005053,0.045641,0.124454
5.308004,1,-0.347942,-0.006155,0.028682,0.090106
5.318531,1,-0.347129,-0.006859,0.016440,0.052002
5.329058,1,-0.346113,-0.007120,0.002276,0.007493
5.339585,1,-0.344501,-0.007045,-0.005536,-0.007974
5.350110,1,-0.341775,-0.007020,-0.004637,-0.002940
5.360636,1,-0.337420,-0.006964,-0.003288,-0.005655
5.371164,1,-0.330946,-0.006905,0.005167,-0.006533
5.381692,1,-0.322024,-0.006856,0.012797,-0.003947
5.392220,1,-0.303685,-0.006923,-0.003360,0.003465
5.402746,1,-0.288012,-0.006877,-0.016982,-0.005633
5.413272,1,-0.269584,-0.006841,-0.017077,-0.005167
5.423798,1,-0.248379,-0.006757,-0.018503,-0.011630
5.434324,1,-0.224481,-0.006637,-0.018588,-0.013562
5.444852,1,-0.190981,-0.006412,-0.021388,-0.023230
5.455383,1,-0.154029,-0.006056,-0.025695,-0.029413
5.465908,1,-0.122548,-0.005729,-0.026159,-0.030515
5.476436,1,-0.089678,-0.005398,-0.027127,-0.031878
5.486961,1,-0.055674,-0.005043,-0.024875,-0.033775
5.497487,1,-0.020849,-0.004691,-0.023105,-0.030063
5.508012,1,0.014417,-0.004338,-0.022347,-0.032472
5.518538,1,0.049636,-0.003948,-0.022588,-0.035133
5.529067,1,0.084398,-0.003519,-0.021986,-0.039920
5.539598,1,0.118313,-0.003011,-0.016302,-0.046579
5.550126,1,0.150919,-0.002450,-0.007096,-0.050834
5.560659,1,0.181641,-0.001829,-0.006840,-0.054519
5.571191,1,0.210181,-0.001232,-0.005475,-0.048867
5.581719,1,0.248345,-0.000572,-0.006792,-0.024766
5.592247,1,0.270319,-0.000357,-0.010914,-0.009753
5.602773,1,0.289105,-0.000347,-0.011242,0.012199
5.613311,1,0.307353,-0.000485,-0.011404,0.012317
5.623865,1,0.317635,-0.000587,-0.006381,0.016666
5.634405,1,0.324014,-0.000738,-0.007223,0.012227
5.644959,1,0.326843,-0.000843,-0.004391,0.011769
5.655487,1,0.326024,-0.000890,-0.011928,-0.005730
5.666013,1,0.323280,-0.000794,-0.015493,-0.013426
5.676539,1,0.320044,-0.000493,-0.033273,-0.036045
5.687065,1,0.316892,-0.000333,-0.003558,-0.006524
5.697590,1,0.314171,-0.000289,0.000343,-0.006282
5.708116,1,0.312186,-0.000198,0.002090,-0.008973
5.718641,1,0.311032,-0.000115,0.000135,-0.006853
5.729167,1,0.310548,-0.000054,-0.001005,-0.008198
5.739694,1,0.310484,0.000056,0.000546,-0.010343
5.750219,1,0.310450,0.000168,0.000822,-0.010608
5.760744,1,0.310250,0.000281,0.000318,-0.011402
5.771270,1,0.309691,0.000364,-0.000940,-0.007387
5.781796,1,0.307160,0.000462,-0.004152,-0.005735
5.792321,1,0.303400,0.000500,-0.006280,-0.004614
5.802845,1,0.297261,0.000408,-0.011740,0.015200
5.813370,1,0.288049,0.000171,0.002477,0.014710
5.823894,1,0.270918,0.000006,0.008484,0.007627
5.834419,1,0.251487,-0.000161,0.007848,0.004291
5.844946,1,0.226944,-0.000288,0.007944,-0.001191
5.855485,1,0.197811,-0.000296,0.014855,-0.016038
5.866037,1,0.155374,-0.000215,0.023743,-0.023669
5.876573,1,0.116986,-0.000046,0.030040,-0.033197
5.887099,1,0.075201,0.000167,0.033110,-0.032860
5.897624,1,0.030337,0.000373,0.032967,-0.035454
5.908149,1,-0.017488,0.000641,0.033863,-0.040987
5.918674,1,-0.068005,0.000944,0.034457,-0.041194
5.929199,1,-0.120861,0.001270,0.037394,-0.044881
5.939723,1,-0.175808,0.001671,0.038175,-0.046702
5.950249,1,-0.232439,0.002115,0.036770,-0.051196
5.960775,1,-0.289966,0.002600,0.040023,-0.047192
5.971300,1,-0.346976,0.003352,0.024870,-0.114132
5.981825,1,-0.387683,0.005615,-0.042663,0.147149
5.992351,1,-0.360191,0.003528,0.119753,0.102795
6.002876,1,-0.339501,0.003309,-0.020861,0.030390
6.013402,1,-0.328286,0.002896,0.008492,0.002234
6.023927,1,-0.323675,0.003685,-0.026416,-0.035902
6.034453,1,-0.324847,0.003187,-0.011717,0.074829
6.044979,1,-0.329448,0.003177,0.002580,-0.031813
6.055505,1,-0.336743,0.003040,-0.063554,0.033762
6.066030,1,-0.348278,0.002789,0.034913,-0.021403
6.076556,1,-0.357145,0.002994,0.034458,-0.013172
6.087083,1,-0.363044,0.003384,0.039201,-0.054349
6.097609,1,-0.363682,0.003881,0.039835,-0.032617
6.108141,1,-0.361203,0.003820,-0.001829,0.031742
6.118670,1,-0.359643,0.003533,-0.008291,0.015260
6.129196,1,-0.359087,0.003382,-0.020927,0.024109
6.139726,1,-0.358778,0.003053,-0.003939,0.028067
6.150259,1,-0.358526,0.002744,0.011200,0.033898
6.160793,1,-0.359013,0.002472,0.016870,0.013905
6.171322,1,-0.360017,0.002446,0.011543,0.004316
6.181848,1,-0.359541,0.002095,-0.005335,0.025391
6.192374,1,-0.359032,0.002077,-0.011946,-0.009516
6.202899,1,-0.359102,0.002153,-0.008170,-0.007648
6.213424,1,-0.359352,0.002417,-0.000788,-0.031671
6.223950,1,-0.359330,0.002708,-0.000260,-0.016742
6.234475,1,-0.359582,0.003003,-0.007127,-0.033249
6.245001,1,-0.359883,0.003249,-0.008178,-0.011648
6.255526,1,-0.359932,0.003296,-0.003158,-0.003399
6.266051,1,-0.359817,0.003207,0.005352,0.014180
6.276578,1,-0.359989,0.003078,0.011743,0.010169
6.287116,1,-0.360136,0.002937,0.008018,0.017375
6.297645,1,-0.360040,0.002698,0.001634,0.021388
6.308173,1,-0.359854,0.002538,-0.004215,0.012335
6.318674,1,-0.359704,0.002453,-0.003423,0.004333
6.329200,1,-0.359653,0.002506,0.000012,-0.011142
6.339725,1,-0.359734,0.002655,-0.002641,-0.012735
6.350251,1,-0.359736,0.002813,-0.003699,-0.016198
6.360777,1,-0.359723,0.002964,-0.007151,-0.012191
6.371303,1,-0.359691,0.003068,-0.005809,-0.008725
6.381830,1,-0.359750,0.003134,-0.000232,-0.002872
6.392356,1,-0.359517,0.002947,0.008499,0.015232
6.402883,1,-0.359221,0.002745,0.009309,0.024831
6.413409,1,-0.358916,0.002397,0.013036,0.035489
6.423935,1,-0.358612,0.001908,0.017303,0.054146
6.434461,1,-0.358220,0.001149,0.026869,0.078387
6.444987,1,-0.357627,0.000196,0.039313,0.096215
6.455513,1,-0.356611,-0.000963,0.043784,0.114060
6.466039,1,-0.354995,-0.002195,0.052178,0.111888
6.476566,1,-0.352728,-0.003370,0.042822,0.112432
6.487091,1,-0.348362,-0.004867,0.030214,0.074311
6.497617,1,-0.344875,-0.005427,0.007299,0.041288
6.508143,1,-0.340621,-0.005658,0.002620,0.010607
6.518669,1,-0.335046,-0.005659,0.001346,0.000172
6.529194,1,-0.327614,-0.005746,0.016209,0.010485
6.539722,1,-0.317917,-0.005909,0.033143,0.019982
6.550252,1,-0.305502,-0.006097,-0.008600,0.005890
6.560782,1,-0.290223,-0.006100,-0.008447,0.000487
6.571310,1,-0.272140,-0.006191,-0.013032,0.009500
6.581837,1,-0.251283,-0.006321,-0.014985,0.011837
6.592364,1,-0.227593,-0.006430,-0.014022,0.009367
6.602889,1,-0.187268,-0.006680,-0.016336,0.016486
6.613417,1,-0.157693,-0.006830,-0.017640,0.015378
6.623984,1,-0.118513,-0.007026,-0.022901,0.018016
6.634515,1,-0.085856,-0.007166,-0.020651,0.014519
6.645063,1,-0.052356,-0.007269,-0.024993,0.012112
6.655624,1,-0.018351,-0.007359,-0.022652,0.011564
6.666189,1,0.024187,-0.007393,-0.023694,0.005171
6.676725,1,0.057618,-0.007336,-0.021220,-0.003884
6.687254,1,0.089983,-0.007188,-0.021605,-0.011855
6.697793,1,0.120867,-0.006947,-0.016637,-0.021696
6.708351,1,0.149860,-0.006613,-0.010551,-0.030197
6.718910,1,0.176583,-0.006236,-0.012102,-0.029603
6.729452,1,0.200953,-0.005919,-0.010461,-0.022083
6.739994,1,0.222858,-0.005677,-0.010913,-0.013752
6.750539,1,0.242123,-0.005587,-0.012398,0.002052
6.761073,1,0.258642,-0.005639,-0.011229,0.013317
6.771613,1,0.272604,-0.005712,-0.008810,0.008567
6.782150,1,0.284420,-0.005744,-0.004827,0.007274
6.792680,1,0.298074,-0.005787,-0.009182,0.003098
6.803205,1,0.304563,-0.005746,-0.004694,-0.003001
6.813729,1,0.309111,-0.005746,-0.001780,0.003706
6.824254,1,0.311950,-0.005726,-0.000664,-0.002636
6.834778,1,0.312016,-0.005674,-0.005463,-0.006045
6.845303,1,0.310508,-0.005586,-0.013253,-0.009993
6.855828,1,0.308064,-0.005383,-0.031473,-0.029128
6.866358,1,0.304158,-0.005186,-0.012523,-0.002759
6.876899,1,0.300513,-0.005215,-0.005572,0.000967
6.887392,1,0.296500,-0.005203,0.000033,-0.002241
6.897921,1,0.292113,-0.005228,-0.002555,0.001777
6.908447,1,0.287155,-0.005258,-0.003270,-0.000072
6.918971,1,0.281378,-0.005293,-0.002083,0.001815
6.929497,1,0.274258,-0.005309,0.001823,-0.004558
6.940021,1,0.265202,-0.005350,0.002640,0.001092
6.950546,1,0.253676,-0.005453,0.003260,0.006489
6.961070,1,0.239029,-0.005471,0.008976,-0.008113
6.971594,1,0.220672,-0.005451,0.008420,-0.009083
6.982125,1,0.184953,-0.005372,0.015128,-0.017470
6.992649,1,0.155351,-0.005273,0.020744,-0.023242
7.003174,1,0.121477,-0.005136,0.025504,-0.027690
7.013698,1,0.083863,-0.004941,0.028346,-0.033212
7.024225,1,0.032170,-0.004657,0.028853,-0.038984
7.034758,1,-0.012666,-0.004356,0.030033,-0.045048
7.045237,1,-0.060373,-0.003968,0.031700,-0.051387
7.055765,1,-0.110584,-0.003571,0.037054,-0.049742
7.066292,1,-0.163122,-0.003135,0.041055,-0.048899
7.076819,1,-0.231536,-0.002652,0.040549,-0.045378
7.087347,1,-0.287663,-0.002241,0.041460,-0.037093
7.097871,1,-0.343553,-0.001665,0.029298,-0.087496
7.108397,1,-0.387108,0.000750,-0.084832,-0.232639
7.118922,1,-0.377875,-0.000491,0.108031,0.238892
7.129449,1,-0.351067,-0.001470,-0.054077,-0.008612
7.139975,1,-0.335292,-0.001595,0.034014,0.036475
7.150502,1,-0.327437,-0.001275,-0.051960,-0.089809
7.161028,1,-0.325275,-0.000545,-0.039064,-0.032121
7.171554,1,-0.326855,-0.000807,-0.005645,0.030548
7.182080,1,-0.335244,-0.000283,-0.071416,-0.017975
7.192607,1,-0.343856,-0.000283,-0.013878,0.000321
7.203132,1,-0.353323,0.000153,0.024474,-0.052055
7.213658,1,-0.361020,0.000623,0.028637,-0.049198
7.224185,1,-0.364574,0.001451,0.042649,-0.048324
7.234711,1,-0.362536,0.001598,-0.000552,0.009867
7.245236,1,-0.360568,0.001327,-0.006482,0.019779
7.255762,1,-0.359789,0.001210,-0.021500,0.011837
7.266287,1,-0.359079,0.000943,-0.005055,0.013928
7.276774,1,-0.358771,0.000787,0.009339,0.022703
7.287330,1,-0.359458,0.000581,0.016361,0.008045
7.297867,1,-0.360720,0.000643,0.016336,-0.002892
7.308396,1,-0.360778,0.000368,0.007181,0.042432
7.318923,1,-0.359833,-0.000006,-0.000058,0.022173
7.329450,1,-0.359280,-0.000172,-0.005277,0.017136
7.339976,1,-0.359471,-0.000303,0.000355,0.004869
7.350502,1,-0.359791,-0.000260,0.001110,-0.004472
7.361027,1,-0.359867,-0.000256,0.000312,-0.001538
7.371554,1,-0.360200,-0.000076,-0.005783,-0.023384
7.382080,1,-0.360433,0.000148,-0.004762,-0.005264
7.392607,1,-0.360120,0.000208,-0.003471,-0.005274
7.403133,1,-0.359867,0.000226,0.000546,-0.001011
7.413660,1,-0.360020,0.000278,0.001911,-0.007406
7.424185,1,-0.360275,0.000295,0.003766,0.004587
7.434711,1,-0.360257,0.000248,0.002678,0.003518
7.445238,1,-0.360167,0.000211,0.001090,0.004856
7.455764,1,-0.360097,0.000184,-0.000507,0.000326
7.466290,1,-0.360040,0.000181,0.000024,0.001125
7.476815,1,-0.360134,0.000169,-0.001288,0.001131
7.487341,1,-0.360265,0.000186,-0.001292,-0.002336
7.497865,1,-0.360249,0.000185,-0.000760,0.001662
7.508389,1,-0.360251,0.000181,-0.003685,-0.000465
7.518914,1,-0.360151,0.000155,-0.001827,0.004063
7.529439,1,-0.360122,0.000142,0.000560,-0.000475
7.539964,1,-0.360113,0.000108,0.001107,0.004326
7.550489,1,-0.360243,0.000098,0.001902,-0.001009
7.561015,1,-0.360278,0.000084,0.000303,0.003260
7.571542,1,-0.360312,0.000067,0.000566,0.001125
7.582068,1,-0.360266,0.000034,0.000557,0.003257
7.592594,1,-0.360242,0.000024,-0.000493,0.001129
7.603119,1,-0.359592,-0.000315,0.011905,0.033612
7.613644,1,-0.358660,-0.000890,0.028628,0.065567
7.624168,1,-0.357537,-0.001925,0.047505,0.115385
7.634694,1,-0.356308,-0.003479,0.059754,0.160689
7.645211,1,-0.354894,-0.005384,0.071692,0.185188
7.655775,1,-0.353124,-0.007546,0.079363,0.217426
7.666325,1,-0.350557,-0.009957,0.090121,0.228575
7.676868,1,-0.346771,-0.012356,0.090988,0.220804
7.687412,1,-0.337584,-0.015599,0.070112,0.185579
7.697954,1,-0.328637,-0.017303,0.047754,0.143979
7.708498,1,-0.317423,-0.018536,0.050591,0.101780
7.719039,1,-0.303919,-0.019177,0.000349,0.036249
7.729579,1,-0.288028,-0.019365,-0.010360,0.009013
7.740117,1,-0.269328,-0.019537,-0.013374,0.020151
7.750656,1,-0.247611,-0.019734,-0.016429,0.015551
7.761198,1,-0.222843,-0.019917,-0.014427,0.018407
7.771740,1,-0.195326,-0.020121,-0.009187,0.022065
7.782283,1,-0.149741,-0.020532,-0.013021,0.030268
7.792822,1,-0.117120,-0.020826,-0.018004,0.029975
7.803364,1,-0.083051,-0.021062,-0.023753,0.021958
7.813906,1,-0.047901,-0.021163,-0.023097,0.011265
7.824449,1,-0.003008,-0.021281,-0.023172,0.012584
7.834991,1,0.033074,-0.021343,-0.021578,0.011247
7.845539,1,0.068862,-0.021346,-0.022329,0.001659
7.856098,1,0.103953,-0.021270,-0.025406,-0.000979
7.866642,1,0.146159,-0.021173,-0.020402,0.000384
7.877184,1,0.177814,-0.021070,-0.020129,-0.004632
7.887726,1,0.207063,-0.020947,-0.016093,-0.005115
7.898270,1,0.233625,-0.020832,-0.015724,0.000019
7.908811,1,0.257231,-0.020756,-0.017982,-0.000968
7.919353,1,0.277577,-0.020695,-0.018069,0.001781
7.929895,1,0.294247,-0.020663,-0.014919,0.001066
7.940438,1,0.306809,-0.020661,-0.012513,0.006495
7.950981,1,0.315279,-0.020751,-0.004826,0.014306
7.961524,1,0.319899,-0.020918,-0.006719,0.020002
7.972065,1,0.321008,-0.021117,-0.009478,0.015022
7.982607,1,0.317992,-0.021168,-0.018143,-0.003020
7.993149,1,0.314673,-0.020992,-0.035098,-0.031235
8.003691,1,0.311310,-0.020741,-0.006985,-0.016376
8.014233,1,0.308171,-0.020592,0.004911,-0.012682
8.024774,1,0.304720,-0.020400,0.005378,-0.018027
8.035317,1,0.302243,-0.020192,0.005614,-0.022032
8.045860,1,0.299915,-0.019974,0.003739,-0.021498
8.056403,1,0.297769,-0.019755,0.002124,-0.020698
8.066945,1,0.295406,-0.019534,0.004476,-0.015645
8.077488,1,0.293792,-0.019385,0.004193,-0.014848
8.088045,1,0.291968,-0.019195,0.000791,-0.023096
8.098613,1,0.289288,-0.018893,0.002783,-0.030274
8.109169,1,0.284929,-0.018715,-0.004352,-0.011805
8.119713,1,0.277850,-0.018795,0.007503,0.015978
8.130242,1,0.266937,-0.019057,0.004599,0.019553
8.140790,1,0.251396,-0.019280,0.000989,0.016214
8.151332,1,0.230652,-0.019480,0.000853,0.004873
8.161880,1,0.204925,-0.019642,0.005717,0.003643
8.172434,1,0.157773,-0.019694,0.025890,-0.018387
8.182981,1,0.121229,-0.019594,0.031669,-0.028444
8.193525,1,0.081208,-0.019419,0.033153,-0.031035
8.204068,1,0.038067,-0.019207,0.031941,-0.039227
8.214613,1,-0.019986,-0.018820,0.032390,-0.048476
8.225160,1,-0.069421,-0.018569,0.036726,-0.027624
8.235706,1,-0.121256,-0.018344,0.039652,-0.042244
8.246251,1,-0.175208,-0.018092,0.041525,-0.026732
8.256749,1,-0.244962,-0.017760,0.041212,-0.029890
8.267300,1,-0.301574,-0.017528,0.044692,-0.028027
8.277853,1,-0.356993,-0.016731,0.024262,-0.140857
8.288420,1,-0.390197,-0.014516,-0.100587,-0.085256
8.298966,1,-0.370279,-0.016504,0.169616,0.202651
8.309515,1,-0.346170,-0.016820,-0.098726,-0.021213
8.320063,1,-0.332809,-0.016961,0.035308,0.022918
8.330606,1,-0.326643,-0.016219,-0.047023,-0.112987
8.341147,1,-0.325633,-0.015478,-0.054296,-0.022189
8.351689,1,-0.328152,-0.015479,-0.006153,-0.031303
8.362230,1,-0.333853,-0.014771,-0.064646,-0.054010
8.372772,1,-0.346731,-0.014270,-0.000145,-0.047184
8.383313,1,-0.355781,-0.013507,0.015603,-0.069119
8.393852,1,-0.362405,-0.012834,0.026063,-0.067890
8.404394,1,-0.364509,-0.012048,0.032805,-0.068302
8.414936,1,-0.361781,-0.011672,-0.015672,0.002173
8.425483,1,-0.359982,-0.011746,-0.008335,0.008319
8.436028,1,-0.359262,-0.011897,-0.013004,0.014483
8.446573,1,-0.358933,-0.012078,0.000564,0.019522
8.457119,1,-0.358983,-0.012383,0.008858,0.024314
8.467664,1,-0.359928,-0.012558,0.012401,0.008058
8.478204,1,-0.360917,-0.012655,0.009943,0.018983
8.488747,1,-0.360521,-0.013107,0.007947,0.048024
8.499292,1,-0.359543,-0.013392,0.003652,0.015497
8.509832,1,-0.359089,-0.013617,0.002438,0.024853
8.520373,1,-0.359403,-0.013703,0.000090,-0.004462
8.530912,1,-0.359806,-0.013571,-0.004456,-0.011390
8.541451,1,-0.360021,-0.013487,-0.003930,-0.011925
8.551991,1,-0.360268,-0.013273,-0.005807,-0.020456
8.562538,1,-0.360239,-0.013093,-0.005569,-0.009797
8.573096,1,-0.359952,-0.013019,-0.005579,-0.003133
8.583644,1,-0.359876,-0.012971,-0.000762,-0.007937
8.594186,1,-0.360143,-0.012839,-0.001272,-0.012731
8.604729,1,-0.360377,-0.012757,0.001359,-0.002876
8.615272,1,-0.360217,-0.012755,0.001065,0.001652
8.625812,1,-0.360027,-0.012798,0.001345,0.003520
8.636351,1,-0.359964,-0.012805,0.000028,-0.000741
8.646890,1,-0.359948,-0.012813,0.001091,0.001390
8.657429,1,-0.360123,-0.012817,0.002167,0.001923
8.667969,1,-0.360186,-0.012856,0.000033,0.005659
8.678510,1,-0.360135,-0.012906,0.000037,0.005127
8.689048,1,-0.360087,-0.012960,0.000033,0.006192
8.699589,1,-0.360075,-0.013019,0.001904,0.004324
8.710134,1,-0.360131,-0.013069,0.002163,0.005655
8.720684,1,-0.360138,-0.013102,0.000837,0.001126
8.731224,1,-0.360208,-0.013103,0.000037,0.000327
8.741764,1,-0.360187,-0.013109,-0.000498,0.001128
8.752304,1,-0.360218,-0.013121,-0.000231,0.000861
8.762843,1,-0.360233,-0.013108,0.000292,-0.005274
8.773385,1,-0.360198,-0.013038,-0.001033,-0.001805
8.783926,1,-0.360250,-0.012988,-0.002616,-0.006598
8.794466,1,-0.360139,-0.013016,0.004245,0.017640
8.805008,1,-0.359219,-0.013354,0.013984,0.035998
8.815550,1,-0.357808,-0.013939,0.028819,0.066619
8.826089,1,-0.355965,-0.014864,0.043134,0.096443
8.836629,1,-0.353909,-0.016063,0.049251,0.122026
8.847168,1,-0.351717,-0.017524,0.054564,0.141477
8.857708,1,-0.349329,-0.019104,0.061438,0.151587
8.868251,1,-0.344713,-0.021535,0.050672,0.150252
8.878793,1,-0.340075,-0.023095,0.049935,0.143817
8.889336,1,-0.333798,-0.024521,0.048104,0.128579
8.899877,1,-0.325736,-0.025772,0.049696,0.111995
8.910421,1,-0.315656,-0.026860,0.045682,0.098351
8.920963,1,-0.303077,-0.027668,0.011889,0.063974
8.931476,1,-0.287766,-0.028258,0.003815,0.051658
8.942025,1,-0.269435,-0.028800,-0.001620,0.050532
8.952568,1,-0.248106,-0.029292,-0.005457,0.047536
8.963109,1,-0.223856,-0.029837,-0.005820,0.053602
8.973651,1,-0.182545,-0.030656,-0.006824,0.055116
8.984194,1,-0.152170,-0.031184,-0.012402,0.049480
8.994742,1,-0.111526,-0.031670,-0.020668,0.035312
9.005293,1,-0.077284,-0.031871,-0.024315,0.014221
9.015837,1,-0.041947,-0.031868,-0.023932,0.001928
9.026380,1,-0.005854,-0.031868,-0.024003,0.004048
9.036924,1,0.039569,-0.031811,-0.024014,-0.000220
9.047466,1,0.075577,-0.031706,-0.026340,-0.004735
9.057977,1,0.110846,-0.031608,-0.024895,0.000082
9.068524,1,0.144955,-0.031545,-0.022067,0.002507
9.079077,1,0.177367,-0.031486,-0.023945,-0.000642
9.089635,1,0.207653,-0.031357,-0.022079,-0.006461
9.100185,1,0.235609,-0.031166,-0.017527,-0.011481
9.110727,1,0.260885,-0.030881,-0.010027,-0.023168
9.121269,1,0.283267,-0.030486,-0.000099,-0.032455
9.131810,1,0.302161,-0.030029,0.001427,-0.040104
9.142352,1,0.317413,-0.029593,0.005095,-0.033090
9.152893,1,0.333319,-0.029125,0.004798,-0.019882
9.163436,1,0.338399,-0.028954,-0.010486,-0.010660
9.173977,1,0.339143,-0.028952,-0.010483,0.004104
9.184518,1,0.336932,-0.028891,-0.011536,-0.011573
9.195059,1,0.332474,-0.028723,-0.019392,-0.021133
9.205600,1,0.328680,-0.028402,-0.024443,-0.028321
9.216143,1,0.325084,-0.028313,-0.004035,-0.003847
9.226685,1,0.321878,-0.028303,-0.002232,-0.006261
9.237227,1,0.318267,-0.028176,0.003832,-0.010283
9.247769,1,0.315235,-0.028078,0.003342,-0.012940
9.258311,1,0.311580,-0.027905,-0.000275,-0.019578
9.268852,1,0.306774,-0.027732,-0.007253,-0.016860
9.279399,1,0.300198,-0.027682,-0.008292,-0.002939
9.289955,1,0.291021,-0.027667,0.013286,-0.007460
9.300499,1,0.278341,-0.027735,0.009559,0.000645
9.311045,1,0.261167,-0.027852,0.008870,0.006365
9.321591,1,0.238870,-0.028019,0.010326,0.004618
9.332136,1,0.211696,-0.028187,0.011465,0.003929
9.342679,1,0.180013,-0.028383,0.016278,0.005089
9.353222,1,0.124674,-0.028612,0.022866,-0.007318
9.363765,1,0.083236,-0.028608,0.026456,-0.021116
9.374309,1,0.038824,-0.028522,0.031315,-0.029328
9.384850,1,-0.008325,-0.028278,0.036677,-0.045813
9.395392,1,-0.070892,-0.027855,0.037336,-0.048140
9.405933,1,-0.123516,-0.027468,0.039734,-0.053427
9.416474,1,-0.178232,-0.027044,0.039732,-0.049912
9.427015,1,-0.234566,-0.026641,0.040442,-0.047214
9.437568,1,-0.306062,-0.026123,0.043420,-0.044278
9.448110,1,-0.361703,-0.024993,0.013807,-0.189909
9.458652,1,-0.391078,-0.022780,-0.098068,-0.038460
9.469193,1,-0.368428,-0.024818,0.177743,0.178616
9.479734,1,-0.344965,-0.025028,-0.081661,-0.007109
9.490276,1,-0.332063,-0.025393,0.023724,0.036561
9.500818,1,-0.326445,-0.024781,-0.053273,-0.086554
9.511360,1,-0.325947,-0.024540,-0.052836,0.025025
9.521901,1,-0.328883,-0.024929,0.013824,0.000923
9.532442,1,-0.334716,-0.024641,-0.047358,-0.008719
9.542983,1,-0.346940,-0.024956,0.029552,0.000197
9.553525,1,-0.355573,-0.024857,0.037134,-0.000110
9.564072,1,-0.362077,-0.024798,0.037534,-0.024981
9.574620,1,-0.364469,-0.024368,0.046687,-0.036326
9.585163,1,-0.362253,-0.024310,-0.002073,0.021615
9.595715,1,-0.360721,-0.024521,-0.009900,0.013128
9.606262,1,-0.359916,-0.024685,-0.016724,0.023557
9.616804,1,-0.359367,-0.025004,-0.001045,0.029121
9.627346,1,-0.359053,-0.025463,0.010171,0.038172
9.637887,1,-0.359753,-0.025653,0.015278,0.001111
9.648427,1,-0.360700,-0.025589,0.002503,0.000602
9.658968,1,-0.360564,-0.025786,-0.001860,0.020588
9.669510,1,-0.359943,-0.025763,-0.008278,-0.013800
